zpid , street , zipcode , city , state , latitude , longitude , price , bedrooms , bathrooms , finishedSqFt , lotSizeSqFt , yearBuilt , yearUpdated , numFloors , view , parkingType , heatingSources , heatingSystem , rooms , neighborhood , schoolDistrict , homeDescription 
40003484,40 Sager Pl,7205,HILLSIDE,NJ,40.709933,-74.239268,NA,3,NA,3016,3402,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Well maintained 2nd flr apt in 2 family home 3 br, 2 full baths,kitchen ,living room,dining room,1 garage space and washer and dryer hook up in basement. Freshly painted ready for immediate occupancy."
40003486,11 Quabeck Ave,7205,Hillside,NJ,40.710062,-74.23961,NA,3,2,3044,4299,1970,NA,NA,NA,On-street,NA,Baseboard,NA,NA,NA,"Very nice  and  spacious unit on the 1st flr w/3 bedrooms, 2 full baths, kitchen  and  open space living/dining rms. Very quiet street. Easy access to Rt.78, Rt.22  and  Garden State Pkway. Minutes to Kean U."
40003494,32 Sager Pl,7205,HILLSIDE,NJ,40.710243,-74.238966,NA,2,1,1038,3484,1934,NA,NA,NA,Garage - Detached,NA,NA,Dining room,NA,NA,"Move in ready starter home nested on quiet street. Border line Union + Upper Irvington. Close to everything including schools, parks, shops and transportation. New roof on home + garage. 2 nice sized bedrooms, Formal LR + DR, EIK. Bonus walk up attic for potential opportunity. Nice finished basement with separate utility room + workshop. 1 car detached garage. Private yard with deck. Why rent when you can own for less. A pleasure to show move in ready condition won't last!"
40003499,22 Fairchild Pl,7205,HILLSIDE,NJ,40.710784,-74.241904,NA,4,2.5,2303,6642,1934,NA,NA,NA,Off-street,Oil,NA,NA,NA,NA,NA
40003505,34 Fairchild Pl,7205,HILLSIDE,NJ,40.710833,-74.242764,NA,4,3,2646,8059,1930,NA,NA,NA,NA,Oil,NA,NA,NA,NA,NA
40003508,52 Wolf Pl,7205,HILLSIDE,NJ,40.710433,-74.241209,NA,6,4,3345,5000,1902,1968,NA,NA,Garage - Attached,Gas,Baseboard,NA,NA,NA,"Stop waiting around. Quick closing possible ""Short Sale. Pre-approved list price by the lender""."
40003522,574 N Union Ave,7205,HILLSIDE,NJ,40.710181,-74.242725,NA,6,5,3269,3920,1968,NA,NA,NA,Garage - Attached,Gas,Forced air,NA,NA,NA,NA
40003533,15 Fairchild Pl,7205,HILLSIDE,NJ,40.71059,-74.241503,NA,3,1.1,1434,3300,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Three Bedroom Colonial. Public transportation and major highway access nearby. Home has rich wood floors, firepalce, and spacoius formal living and dining rooms"
40003543,1474 Leslie St,7205,HILLSIDE,NJ,40.704664,-74.229706,NA,2,2,891,3484,1929,NA,2,NA,NA,NA,NA,Family room,NA,NA,Owner relocating out of state. Bring all Offers. Great oppurtunity to own this 2/3 bedroom ranch that has updated kitchen and baths- finished lower level w/ whirlpoolbath. Not a Short Sale- low taxes.
40003544,1472 Leslie St,7205,HILLSIDE,NJ,40.704548,-74.229819,NA,NA,NA,1664,5915,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,THIS IS RUINS HOUSE ..WHAT IS WORTH IS THE LAND ..IT IS A WIDE LOT ZONING AS 1 FAM CAN 2 FAM WITH A VARIANCE THIS IS A SHORT SALE
40003551,1448 Leslie St,7205,HILLSIDE,NJ,40.703898,-74.230451,NA,2,1,740,3093,1929,NA,1,NA,"Off-street, On-street",Gas,Forced air,Laundry room,NA,NA,NA
40003555,1436 Leslie St,7205,HILLSIDE,NJ,40.703541,-74.2308,NA,3,3,691,4731,2008,NA,2,NA,Off-street,Gas,Forced air,NA,NA,NA,"Beautiful New Construction w/dark hardwood floors thruout, HUGE family room, large kitchen with cherry cabinets, Very reasonably priced.10year WOW 3 Full baths "
40003557,1428 Leslie St,7205,HILLSIDE,NJ,40.703372,-74.230964,NA,NA,1,804,3642,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great single family house 2 large bedrooms, living room and kitchen, finished basement with washer/dryer lots of natural light. large backyard with patio."
40003572,1559 Schley St,7205,HILLSIDE,NJ,40.707637,-74.228226,NA,5,3,2000,4199,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,This is a Real Estate-Owned (REO)/post-foreclosure home owned by a bank. Offers significantly less than market value are often accepted.
40003579,1581 Schley St,7205,HILLSIDE,NJ,40.708248,-74.227594,NA,3,2,NA,3920,1929,NA,NA,NA,Garage - Detached,Gas,Other,Dining room,NA,NA,NA
40003608,347 Hillside Ave,7205,HILLSIDE,NJ,40.702361,-74.23121,NA,5,2.5,2706,6403,1924,NA,NA,NA,Garage - Attached,NA,NA,NA,NA,NA,"NEEDS BANK APPROVAL, BUYER RESPONSIBLE FOR ALL REQUIRED INSPECTIONS"
40003614,1424 Hiawatha Ave,7205,HILLSIDE,NJ,40.702855,-74.230432,NA,4,2,1624,3511,1929,2000,2,NA,Garage - Detached,Gas,NA,NA,NA,NA,NA
40003618,1438 Hiawatha Ave,7205,HILLSIDE,NJ,40.70324,-74.230057,NA,2,3,1234,2340,1960,NA,NA,NA,NA,NA,NA,Dining room,NA,NA,"2 Bedrooms Colonial, 3 Full Bath, 1 Car Parking, Living Room, Dining Room, EIK, Needs updating. Short Sale. Sold as is. Subject to Banks Approval, Buyer responsible for all City Certificates"
40003619,1440 Hiawatha Ave,7205,HILLSIDE,NJ,40.703298,-74.230002,NA,2,1,1080,2313,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HANDY MAN SPECIAL. Traditional Colonial, 2 Bedroom, 1.5 Baths, formal living room, formal dining room. Exceptional value! Make Offer!"
40003628,1457 Leslie St,7205,HILLSIDE,NJ,40.703942,-74.229828,NA,3,2,1000,5785,1900,NA,NA,NA,NA,Gas,Baseboard,NA,NA,NA,NA
40003636,1429 Leslie St,7205,HILLSIDE,NJ,40.703152,-74.23056,NA,2,1,1144,3511,1929,NA,NA,NA,Garage - Detached,NA,NA,NA,NA,NA,Call for details
40003643,1411 Leslie St,7205,HILLSIDE,NJ,40.702618,-74.231079,NA,NA,NA,1117,3484,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40003647,1475 Leslie St,7205,HILLSIDE,NJ,40.704442,-74.229308,NA,3,2,662,52,1940,NA,1,NA,Garage - Detached,NA,NA,NA,NA,NA,"Home has newer roof, siding, windows, front door. Enclosed front and back porch. Interior needs work. One bedroom on the first floor plus an office. Partially finished basement with half bath."
40003655,1496 Hiawatha Ave,7205,HILLSIDE,NJ,40.704939,-74.228411,NA,2,1,2586,7039,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hillside, NJ. Spacious 2 BR Apartment in quiet neighborhood with access to private yard. Includes heat and hot water. Close to all transportation"
40003673,1539 Leslie St,7205,HILLSIDE,NJ,40.706053,-74.227611,NA,4,3.1,1749,3920,1940,NA,NA,NA,Garage - Detached,NA,Other,"Recreation room, Laundry room, Dining room",NA,NA,"Move in condition,  4bedrooms,  3 full bathroom one half bath,  finish basementfireplace , next to school and all major highways 4 bedrooms,  3 full baths,  1/2 bath, living room,  dining room & family room."
40003683,328 Winans Ave,7205,HILLSIDE,NJ,40.70621,-74.226571,NA,6,4,2358,6098,1924,2014,2,NA,"Garage - Detached, Off-street",Gas,Forced air,"Dining room, Family room, Master bath, Mud room, Office, Walk-in closet",NA,NA,"Great Multifamily home with many updates. Finished walkout lower level with full bath. Central A/C and Gas Furnance for Heat. 2 Car detached garage with loft area for storage.2nd apartment has finished walkout attic two bathrooms, three bedrooms, with multiple levels.Spacious home."
40003690,1532 Hiawatha Ave,7205,HILLSIDE,NJ,40.705829,-74.227416,NA,6,3,2430,3202,1969,NA,NA,NA,Garage - Attached,Solar,Forced air,NA,NA,NA,"Family occupied Under Over 2 Family home on a quiet residential street. Each apt includes a large Liv Rm, EIK, 3 Bedrooms, a Full Bath and a Half Bath in the Master. You will also find a 2 car Garage, dry unfinished Basement, private, fenced yard, separate Utilities and CAC. House sold strictly in AS IS condition; Home Inspection for information purposes only. Buyer responsible for all city certs CO."
40003702,1577 Leslie St # 79,7205,Hillside,NJ,40.707298,-74.226295,NA,6,4,4332,5001,1929,1929,2,NA,NA,NA,NA,NA,NA,NA,By owner-As is. 4 family building with tenants and 3 car garage near school and transportation. Each apartment has living room and dining room.  1st floor apartments have offset pantry near EIk
40003705,344 Field Pl,7205,HILLSIDE,NJ,40.707749,-74.225997,NA,3,2,1804,3484,1935,NA,NA,NA,Garage - Detached,NA,NA,Dining room,NA,NA,NA
40003714,1568 Wyndmoor Ave,7205,HILLSIDE,NJ,40.707121,-74.225787,NA,3,2,1825,7405,1929,NA,2,NA,Garage - Detached,Gas,Forced air,"Dining room, Family room",NA,NA,CALL 855-383-2904 FOR DIRECT INFORMATION - RONNIE GLOMB LISTING BROKER
"Priced to sell, in a very quiet residential neighborhood. Enjoy the bright, modern, newly renovated home. Features include kitchen with recess lights, cherry cabinets, granite counter-top, ceramic back-splash & floors, brand new stainless steel kitchen appliances. New central-air system and hot water heater, finished basement with a brand new 1 car detached garage... Pack your bags and just move in to this truly remarkable home. Don't let this one slip away.",,,,,,,,,,,,,,,,,,,,,,
40003726,327 Field Pl,7205,HILLSIDE,NJ,40.707818,-74.225298,NA,3,2,2700,4500,1936,2017,2,City,"Garage - Detached, Off-street",Gas,Baseboard,"Dining room, Family room, Laundry room, Master bath, Office, Pantry, Workshop, Sun room, Walk-in closet",NA,NA,"This home was recently remodeled.lots of space,big rooms, brand new kitchen cabinets ,new granite countertop,nice florida room, nice basement, big bathroom with separate walk in shower, separate tub.lots of features including fireplace. Very strong solid home. "
40003727,325 Field Pl,7205,HILLSIDE,NJ,40.707755,-74.225174,NA,4,1.5,2488,3484,1936,NA,NA,NA,NA,NA,Other,"Family room, Dining room",NA,NA,-
40003728,1588 Wyndmoor Ave,7205,HILLSIDE,NJ,40.707597,-74.225042,NA,3,2,1680,3920,1900,NA,NA,NA,Garage - Attached,NA,NA,Dining room,NA,NA,NA
40003732,327 Hillside Ave,7205,HILLSIDE,NJ,40.701953,-74.230489,NA,6,3,2232,3049,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Owner occupied two unit property in move in condition, gaz heat, Not a Short Sale."
40003739,1422 Franklin St,7205,HILLSIDE,NJ,40.702321,-74.229849,NA,3,2,1415,2613,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,VERY NICE SPACIOUS DUPLEX IN GREAT LOCATION...NEED SOME TLC AND UPDATING...LOADS OF POTENTIAL...A MUST SEE THIS IS A MUST SEE FOR THE SPACIOUSNESS IT ENTAILS.....THIS IS A SHORT SALE. BUYER IS RESPONSIBLE FOR ANY AND ALL CERTIFICATES NEEDED TO CLOSE UP TO AND INCLUDING REPAIRS ETC.ETC.THE BANK MAKES THE FINAL DECISION FOR THE ACCEPTABLE OFFER...
40003743,1430 Franklin St,7205,HILLSIDE,NJ,40.702556,-74.229623,NA,4,1,2296,3069,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great opportunity for buyer. 7 room 4 bed 1 bath single cape cod with 1 attached garage, driveway and a finished basement on a 31x99 lot. Selling as is. Buyer responsible for C.O. and all inspections. Proof of funds required with all offers. Call Will Collier 973-258-0888 x213 (Internet 5752006-11/27/2010)"
40003756,1451 Hiawatha Ave,7205,HILLSIDE,NJ,40.703372,-74.2293,NA,6,4,4030,3781,1966,NA,NA,NA,Garage - Detached,Gas,NA,Dining room,NA,NA,NA
40003762,1437 Hiawatha Ave,7205,HILLSIDE,NJ,40.702927,-74.229725,NA,3,4,1320,5096,1920,NA,2,NA,Garage - Detached,NA,Baseboard,Dining room,NA,NA,"A wonderful starter home that has been completely redone from top to bottom with the finest materials and workmanship. From the time you arrive at the charming front porch and enter into the spacious living room, dining room and kitchen with an open concept layout - you will see the craftsmanship that went into every detail. The kitchen is equipped with stainless appliances, granite countertops and an island with a farmer's sink. Hardwood floors throughout, LED lighting, built in USB ports, ceramic tile bathrooms, and a finished basement with washer/ dryer hookups and a full bathroom are just a few things that bring this home together. This property includes a large yard, perfect for summer BBQs, a long driveway and garage parking. Some of the upgrades are new windows, crown molding, an ADP alarm system, a new roof with a 10 year warranty and 210 electrical. All of this located on a quiet tree lined street, near everything."
40003770,1469 Hiawatha Ave,7205,HILLSIDE,NJ,40.703864,-74.228816,NA,4,2,2024,3920,1929,NA,NA,NA,Garage - Detached,Gas,Baseboard,Dining room,NA,NA,NA
40003771,1471 Hiawatha Ave,7205,HILLSIDE,NJ,40.703936,-74.22875,NA,3,1,1152,2496,1929,NA,NA,NA,NA,Gas,NA,NA,NA,NA,"GREAT STARTER HOME - 3 BEDROOMS AND 1 FULL BATH - SPACIOUS LIVING ROOM - FORMAL DINING ROOM - EAT IN KITCHEN - YARD - LOVELY SUN PORCH- HARDWOOD FLOORS - NEW BOILER - NEW ROOF - NEWER WINDOWS - AS-IS NEAR TRANSPORTATION, SHOPPING AND MAJOR HIGHWAY."
40003779,1501 Hiawatha Ave,7205,HILLSIDE,NJ,40.704728,-74.227989,NA,6,4,5600,2443,2015,NA,2,NA,"Garage - Detached, Garage - Attached, Off-street",Gas,Forced air,"Dining room, Master bath",NA,NA,"Move Right into this stunning BRAND NEW 3 bedroom / 2 bath unit.  No expense has been spared, the kitchen boast gorgeous granite counters and stainless steel appliances.  Hardwood floors throughout"
40003780,1505 Hiawatha Ave,7205,HILLSIDE,NJ,40.704892,-74.227818,NA,4,2,1297,2178,1929,2016,2,NA,On-street,Gas,Forced air,Walk-in closet,NA,NA,"Beautifully renovated 4 bedroom, 1.5 baths colonial. Granite countertops, stainless steel appliances, new Hardwood floors throughout, renovated bathrooms, TWO-zone Central AC/Force Hot air! +More! Fantastic entertainment space in backyard with deck and roomy backyard. Master bedroom is ample with nice walk-in closet. Great location and convenient for commuters as Routes 22 and I-78 are nearby."
40003781,1507 Hiawatha Ave,7205,HILLSIDE,NJ,40.704964,-74.227742,NA,2,1,870,3484,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Bedrooms, 1 Baths Ranch, 2 car garage, fence back yard."
40003786,1529 Hiawatha Ave,7205,HILLSIDE,NJ,40.705562,-74.227121,NA,3,3,1299,3049,1929,2017,2,NA,Off-street,NA,NA,"Family room, Laundry room, Mud room, Office, Pantry, Walk-in closet",NA,NA,Click to View in 3D:
40003809,1468 Liberty Ave # A,7205,Hillside,NJ,40.703372,-74.227818,NA,2,1,896,1599,1949,NA,NA,NA,NA,Gas,Baseboard,NA,NA,NA,"2 Bedroom unit with updated bathroom, new roof and back steps. Priiced to move quickly. Private road behind complex with additional parking close to major transportation. Great PRICE REDUCTION don't let this opportunity get away! NOT A SHORT SALE!"
40003811,1470 Liberty Ave # A,7205,Hillside,NJ,40.703443,-74.22775,NA,2,1.5,896,1599,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,"For Sale $169,900RENOVATED END UNIT HAS HWD FLOORS THRU OUT 2ND FLOOR HAS NEW HWD FLOORS. NEWER REPLACE WINDOW NW FIRST FLOOR BATH ROOM HAS LGE FAM ROOM PARTIAL FINISH BASEMENT CENTRAL AIR BEST AND LOWEST PRICE UNIT.Level 1: KIT, LR, FOYER, FAM RM, HBTHLevel 2: 2BDRMS, FBTHBasement: DEN, LAUNDRY, STORAGE"
40003818,1476 Liberty Ave # B,7205,Hillside,NJ,40.703731,-74.227478,NA,3,1,1436,1599,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Move in condition 3 bedrooms with large living room, dining room, large family room on 1st floor, large basement, high ceilings& forced hot air. Better than renting. Price to sell. As is condition. Buyer responsible for C/O and smoke and or any repairs."
40003827,1486 Liberty Ave # A,7205,Hillside,NJ,40.704073,-74.227144,NA,2,1.5,1046,2613,1949,NA,NA,NA,NA,Gas,NA,Dining room,NA,NA,NA
40003835,1494 Liberty Ave # A,7205,Hillside,NJ,40.704361,-74.226868,NA,2,1,956,1742,1949,NA,NA,NA,NA,Gas,Forced air,NA,NA,NA,NA
40003840,1510 Liberty Ave,7205,HILLSIDE,NJ,40.704929,-74.226307,NA,9,4,3920,4700,1924,1924,2,NA,Garage - Attached,NA,NA,NA,NA,NA,NA
40003847,306 Winans Ave,7205,HILLSIDE,NJ,40.705791,-74.225772,NA,4,1,1219,4791,1924,NA,2,NA,NA,Gas,NA,Dining room,NA,NA,NA
40003849,314 Winans Ave,7205,HILLSIDE,NJ,40.705962,-74.226075,NA,4,2.5,2207,4791,1900,NA,NA,NA,NA,NA,Forced air,NA,NA,NA,NA
40003860,1517 Franklin St,7205,HILLSIDE,NJ,40.704857,-74.226823,NA,4,3,NA,3550,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This beautiful home was built in 2004 an has lot to offer. First floor features an open concept living room, dining room and kitchen w/ breakfast bar. Master bedroom w/ 2 closets and full bath, another 2 bedrooms and a large hallway bathroom w/ tub and new double sink vanity. Ground level has entrance from the 2-car garage, a rec room w/ sliding doors to the backyard, laundry, a bedroom and full bathroom."
40003864,1495 Franklin St,7205,HILLSIDE,NJ,40.704261,-74.227405,NA,4,2,1950,2265120,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HILLSIDE Two Family with carefree vinyl exterior. has separate gas furnaces and utilities. 2 4Rm, 2Br & bath apts plus full basement. 2 car detached garage. contact Andre to see! 908-768-2602"
40003874,315 Winans Ave,7205,HILLSIDE,NJ,40.706281,-74.225747,NA,4,3,1632,3498,1948,NA,3,NA,Garage - Attached,Gas,NA,NA,NA,NA,"This cape cod has been completely renovated including but not limited to all 3 full bathrooms and the eat-in kitchen. Come see the hardwood floors, 3-season porch, and second floor complete with 2 bedrooms and sitting area. Stop by - you will not be disappointed!"
